English,Polish,Spanish
reader,czytelnik,lector
keyboard,klawiatura,teclado
roam,wędrować,vagar
seventeen,siedemnaście,diecisiete
openly,otwarcie,abiertamente
deacon,diakon,diácono
olga,Olga,olga
jackpot,pula,bote
soaked,Namoczony,mojado
printing,druk,impresión
yuck,Wędźnia,camiseta
shorty,krótki,retaco
extract,wyciąg,extracto
nköö,Nköö,Nköö
you-you,ty ty,tu
prostitutes,prostytutki,prostitutas
cherish,kochać,apreciar
logs,dzienniki,registro
takin,Takin,takin
sponge,gąbka,esponja
bates,Bates,batio
cuffs,Mankiety,puño
virginity,dziewictwo,virginidad
torturing,torturowanie,torturación
unity,jedność,unidad
coop,kooperacja,cooperativa
forge,kuźnia,fragua
morse,Morse,morse
guru,Guru,gurú
tai,Tai,Tai
skilled,wykwalifikowany,experto
dev,dev,enchufe
insists,nalega,insiste en
calf,łydka,becerro
oof,oof,oof
allowance,dodatek,prestación
homosexual,homoseksualny,homosexual
vijay,Vijay,Vijay
shapes,kształty,formas
rosemary,rozmaryn,Romero
idle,bezczynny,inactivo
slaughtered,zabity,sacrificado
resent,Wysłany ponownie,resentirse de
cassandra,Cassandra,cassandra
leaking,wyciek,gotas
likewise,podobnie,asimismo
riddle,zagadka,enigma
ghetto,getto,ghetto
sunglasses,okulary słoneczne,Gafas de sol
vega,Vega,Vega
newest,Najnowsza,el más nuevo
valve,zawór,válvula
geek,maniak,adicto
fucks,Fucks,folla
gangsters,gangsterzy,gángsters
pies,ciasta,pasteles
publisher,wydawca,editor
troubling,niepokojące,preocupante
trembling,drżenie,temblor
marathon,maraton,maratón
douche,natrysk,ducha
conducting,prowadzenie,conductible
sundays,niedziele,domingos
shrieks,wrzaski,chillidos
fiancee,narzeczona,novia
frankenstein,Frankenstein,Frankenstein
summers,Summers,veranos
wei,Wei,wei
liang,Liang,liang
burglar,włamywacz,ladrón
spiders,pająki,arañas
norway,Norwegia,Noruega
crops,uprawy,cultivos
infant,Dziecko,niño
falcon,sokół,halcón
pursuing,ściganie,perseguir
humiliate,poniżyć,humillar
hydrogen,wodór,hidrógeno
karaoke,karaoke,karaoke
encountered,napotkane,encontrado
alberto,Alberto,Alberto
corey,Corey,Corey
scope,zakres,alcance
cultures,kultury,culturas
speakers,Głośniki,Altavoces
superstar,Super gwiazda,superestrella
orgasm,orgazm,orgasmo
byron,Byron,byron
gravy,sos,salsa
calculations,obliczenia,cálculos
vocal,wokal,vocal
severely,surowo,severamente
hating,nienawiść,odio
novels,powieści,novelas
mindy,Mindy,mentalidad
boiled,gotowany,hervido
metaphor,metafora,metáfora
kindergarten,przedszkole,jardín de infancia
fades,zanika,desvanecer
anders,Anders,Anders
fi,fi,FI
brazilian,brazylijski,brasileño
devastating,niszczycielski,devastador
bea,Bea,bea
interfering,wścibski,entrometido
dripping,kapanie,goteo
ops,ops,operaciones
cuz,Bo,porque
holden,Holden,hábil
suited,dopasowany,adecuado
merciful,miłosierny,misericordioso
hayley,Hayley,henley
affirmative,twierdzący,afirmativo
runaway,uciec,huir
shoo,Shoo,espantar
italians,Włosi,italianos
wales,Walia,Gales
santiago,Santiago,Santiago
adapt,przystosować się,adaptar
renee,Renee,rené
mal,Mal,mal
smartest,najmądrzejsze,más inteligente
blacks,Czarni,negros
struggled,walczył,luchado
prostitution,prostytucja,prostitución
payback,Zemsta,reverencia
buenos,Buenos,Buenos
vintage,klasyczny,antiguo
diapers,pieluchy,pañales
killings,zabójstwa,asesinatos
courthouse,Sąd,palacio de justicia
tong,Tong,pintura
cubs,Cubs,cachorros
surfing,surfing,surf
indiana,Indiana,Indiana
spotlight,reflektor,destacar
frontier,granica,frontera
monte,Monte,monte
stocks,dyby,cepo
patterson,Patterson,Patterson
holiness,świętość,santidad
denmark,Dania,Dinamarca
isolation,izolacja,aislamiento
starters,początkowe,entrante
resigned,zrezygnowany,renunciar
acquainted,obeznany,familiarizado
meow,miauczeć,maullar
appearances,występy,apariciones
loft,strych,desván
snitch,kapuś,soplón
ribbon,wstążka,cinta
dares,Odważ,atrevidos
greatness,wielkość,grandeza
fallon,spadnie na,Caer sobre
coolest,najfajniejszy,el mejor
decency,przyzwoitość,decencia
mayday,Mayday,may Day
michigan,Michigan,Michigan
reactor,reaktor,reactor
buckle,klamra,hebilla
vanity,próżność,vanidad
simmons,Simmons,Simmons
earning,zarobkowy,ganador
marriages,małżeństwa,matrimonios
docks,doki,muelles
lopez,Lopez,López
alleged,rzekomy,presunto
asap,jak najszybciej,lo antes posible
preparations,przygotowania,preparativos
bugging,Wzmocnienie,inquietud
conquered,podbili,conquistada
cuckoo,kukułka,cuco
crib,kołyska,cuna
yogurt,Jogurt,yogur
secondly,po drugie,en segundo lugar
nixon,Nixon,nixon
portland,Portland,Portland
fishy,podejrzany,sospechoso
flick,trzepnięcie,película
scratched,porysowane,rayado
muffin,muffinka,mollete
hale,krzepki,sano
tailor,dostosować,Sastre
chimney,komin,Chimenea
nuns,zakonnice,monjas
ezra,Ezra,Ezra
packet,paczka,paquete
homemade,domowej roboty,hecho en casa
farming,rolnictwo,agricultura
genuinely,prawdziwie,verdaderamente
rumours,plotki,rumores
daniels,Daniels,Daniels
blouse,bluza,blusa
kite,latawiec,cometa
buses,autobusy,autobús
hassan,Hassan,Hassan
rhyme,wierszyk,rima
invaded,zaatakowany,invadido
quentin,Quentin,quentina
equation,równanie,ecuación
transmitter,nadajnik,transmisor
morons,kretyni,imbéciles
lime,Limonka,cal
rotting,gnicie,podrido
20s,20s,20
remorse,wyrzuty sumienia,remordimiento
otis,Otis,otis
marker,znacznik,marcador
aiming,cel,puntería
adds,dodaje,agrega
chores,obowiązki,quehaceres
gem,klejnot,joya
blasted,wybuchł,maldito
grabs,chwyta,agarradera
courageous,odważny,valiente
determination,determinacja,determinación
beaver,bóbr,castor
publishing,wydawniczy,publicación
crickets,świerszcze,grillos
well-known,dobrze znane,bien conocido
11th,11,11
exercises,Ćwiczenia,ejercicios
testament,testament,testamento
apocalypse,apokalipsa,apocalipsis
phew,Ufw,Uf
dicks,Dicks,pollas
paralyzed,sparaliżowany,paralizado
headlines,nagłówki,titulares
stripes,paski,rayas
santos,Santos,santos
breaths,Oddychania,respiraciones
abort,anulować,abortar
heap,sterta,montón
ketchup,Keczup,salsa de tomate
responded,odpowiedział,respondido
edmund,Edmund,Edmund
gracie,Gracie,gracie
protects,chroni,protege
tummy,brzuszek,barriguita
hog,wieprz,cerdo
yakuza,Yakuza,yakuza
weeping,płacz,llanto
fragments,paprochy,fragmentos
catastrophe,katastrofa,catástrofe
bp,BP,BP
churches,kościoły,iglesias
pins,szpilki,patas
shaving,golenie,afeitado
not-,nie-,no-
legit,legalny,legal
yoo,Yoo,yoo
targeted,celowane,dirigido
simpler,Prostsze,más simple
noticing,zauważanie,notificación
rover,wędrowiec,vagabundo
lars,Lars,prolongada
moreover,ponadto,además
releasing,zwalnianie,lanzamiento
fascist,faszystowski,fascista
greta,Greta,greta
spitting,plucie,escupir
colt,źrebię,potro
tristan,Tristan,Tristán
hardy,wytrzymały,resistente
truce,rozejm,tregua
plaza,plac,plaza
bronze,brązowy,bronce
guarded,ostrożny,guardado
airline,linia lotnicza,aerolínea
ramon,Ramon,ramón
incapable,niezdolny,incapaz
punches,uderzenia,golpes
sanchez,Sanchez,sánchez
hq,HQ,albar
privately,prywatnie,en privado
vatican,Watykan,Vaticano
surround,otaczać,rodear
barrett,Barrett,barrett
edna,Edna,edna
alvin,Alvin,Alvin
consolation,pocieszenie,consuelo
gutter,rynna,canal
lan,Lan,lan
astonishing,zadziwiający,asombroso
broker,pośrednik,corredor
seizure,napad,convulsión
fright,strach,susto
runnin,Runnin,runnin
leaning,oparty,propensión
mic,mikrofon,micrófono
scarlett,Scarlett,Scarlett
berry,jagoda,baya
paulie,Paulie,Paulie
lacking,brakuje,carente
verge,skraj,borde
lucifer,Lucyfer,Lucifer
contribute,brać w czymś udział,contribuir
jewellery,biżuteria,joyería
richards,Richards,Richards
erotic,erotyczny,erótico
feng,Feng,feng
siblings,rodzeństwo,hermanos
est,est,est
dre,Dre,dre
cass,Cass,casco
disk,dysk,disco
op,op,opción
comics,komiksy,historietas
obstacle,przeszkoda,obstáculo
ale,ale,cerveza inglesa
coral,koral,coral
hamburger,Hamburger,hamburguesa
biscuit,Herbatnik,galleta
redemption,odkupienie,redención
thug,bandyta,matón
concussion,wstrząs mózgu,concusión
martinez,Martinez,Martínez
disgust,niesmak,asco
wright,Wright,wright
nsa,NSA,NSA
arise,powstać,surgir
celebrities,sławni ludzie,famosos
kev,Kev,kev
dolphins,Dolfiny,delfines
kidneys,nerki,riñones
leaked,wyciek,filtrado
solving,Rozwiązanie,resolución
plasma,osocze,plasma
singapore,Singapur,Singapur
scram,odwalić się,largarse
regain,wracać,recuperar
conductor,konduktor,conductor
ministers,Ministrowie,ministros
gender,płeć,género
removing,usuwanie,eliminación
cocky,zarozumiały,engreído
know.,wiedzieć.,saber.
richest,Najbogatsze,más rico
deciding,Decydowanie,decisivo
poo,Poo,caca
dispute,spór,disputar
brute,bydlę,bruto
incidents,incydenty,incidentes
telly,telewizja,tele
capsule,kapsuła,cápsula
chefs,Szefowie kuchni,chefs
psychopath,psychopata,psicópata
dumpster,śmietnik,contenedor
lire,lire,lente
jarod,Jarod,jarod
bind,wiązać,unir
chops,kotlety,labios
crust,Skorupa,corteza
poorly,słabo,mal
weighs,waży,pesa
bundle,pakiet,manojo
vibrating,wibracja,vibratorio
ricardo,Ricardo,ricardo
encouraging,zachęcający,alentador
dwayne,Dwayne,Dwayne
polo,gra polo,polo
singers,piosenkarze,cantantes
ada,Ada,ADA
meteor,meteor,meteorito
firmly,mocno,firmemente
prettiest,Najładniejsze,más bonito
hormones,hormony,hormonas
starboard,sterburta,estribor
chauffeur,szofer,chofer
download,pobierać,descargar
neill,Neill,Neill
garrison,garnizon,guarnición
recovering,odzyskiwanie,recuperación
heated,Ogrzewany,calentado
hillary,Hillary,Hillary
cctv,CCTV,CCTV
postcard,Pocztówka,tarjeta postal
darlin,Darlin,halcón
convert,konwertować,convertir
celia,Celia,Celia
abi,Abi,abi
sissy,maminsynek,marica
reef,rafa,arrecife
tis,Tis,tis
treasury,skarbiec,tesorería
calmly,spokojnie,tranquilamente
mathematics,matematyka,matemáticas
ar,ar,Arkansas
ups,UPS,UPS
shameful,haniebny,vergonzoso
abbey,opactwo,abadía
strategic,strategiczny,estratégico
wrists,nadgarstki,muñecas
payroll,lista płac,nómina de sueldos
beethoven,Beethoven,Beethoven
immense,ogromny,inmenso
heartless,bez serca,cruel
magnus,Magnus,magnus
banged,Bugled,golpeado
montgomery,Montgomery,Montgomery
protector,ochraniacz,protector
michelangelo,Michał Anioł,Miguel Ángel
teller,narrator,cajero
raging,wściekły,furioso
applying,aplikowanie,aplicando
mop,wycierać,fregar
sol,sol,Sol
atom,atom,átomo
paolo,Paolo,paolo
this,Ten,este
unload,rozładować,descargar
detector,detektor,detector
switching,przełączanie,traspuesta
handles,uchwyty,manejas
favorites,ulubione,favoritos
stinky,śmierdzące,apestoso
lina,Lina,Lina
norton,Norton,nortón
regional,regionalny,regional
heil,Heil,lijar
richer,bogatszy,más rico
secrecy,tajność,secreto
thighs,Uda,muslos
rigged,sfałszowane,equipado
thesis,Praca dyplomowa,tesis
zeke,Zeke,zeke
consumed,strawiony,consumado
ahold,Ahold,tener
tuned,dostrojony,afinado
atlantis,Atlantyda,atlántida
repaired,naprawiony,reparado
leverage,wpływ,aprovechar
winnie,Kubuś,winnie
weary,zmęczony,cansado
costa,Kostary,costa
rue,żałować,ruda
cowboys,kowboje,vaqueros
employ,zatrudniać,emplear
provoke,sprowokować,provocar
stool,stołek,heces
postpone,odłożyć,posponer
extensive,rozległy,extenso
beau,amant,galán
urgently,pilnie,urgentemente
optimistic,optymistyczny,optimista
lotus,lotos,loto
apologizing,przepraszanie,disculpado
spooky,straszny,escalofriante
skate,łyżwa,patinar
maze,Labirynt,laberinto
arrests,aresztowania,arrestos
dialing,wybieranie,discado
fireplace,kominek,chimenea
gt,Gt,GT
vicar,wikariusz,vicario
beetle,chrząszcz,escarabajo
horace,Horace,Horacio
suspicions,podejrzenia,sospecha
stupidity,głupota,estupidez
restricted,ograniczony,restringido
skating,łyżwiarstwo,Patinaje
pupil,uczeń,alumno
homo,Homo,homo
thumbs,kciuki,pulgar
hostess,gospodyni,anfitriona
cheng,Cheng,cheng
sneaky,podstępny,furtivo
swollen,spuchnięty,hinchado
por,por,por
unlocked,odblokowany,desbloqueado
eliza,Eliza,Eliza
gladys,Gladys,Gladys
mixture,mieszanina,mezcla
porsche,Porsche,Porsche
diagnosed,zdiagnozowano,diagnosticado
vaughn,Vaughn,Vaughn
ri,Ri,Rhode Island
liberation,oswobodzenie,liberación
nay,nie,no
crows,Wrony,cuervo
rockets,rakiety,cohetes
starfleet,Starfleet,avión de estrella
reindeer,renifer,reno
that,To,eso
shampoo,szampon,champú
milton,Milton,Milton
mai,Mai,mai
skiing,narciarstwo,esquiar
overhead,nad głową,gastos generales
disturbance,niepokojenie,disturbio
cohen,Cohen,cohen
spits,Pluby,escupir
crank,korba,manivela
crocodile,krokodyl,cocodrilo
bulls,byki,toros
medals,medale,medallas
sierra,Sierra,sierra
motivation,motywacja,motivación
dangers,niebezpieczeństwa,peligro
exploring,odkrywanie,explorador
mist,mgła,neblina
galaxies,galaktyki,galaxias
ju,Ju,ju
sculpture,rzeźba,escultura
marjorie,Marjorie,marjorie
adrenaline,Adrenalina,adrenalina
malik,Malik,Malik
lt.,Lt.,Lt.
allied,sprzymierzony,aliado
manor,dwór,señorío
convoy,konwój,convoy
carly,Carly,carloso
elliott,Elliott,Elliott
merit,zasługa,mérito
cutter,nóż,cortador
stressful,stresujący,Estresante
forming,formowanie,formación
bikini,bikini,bikini
sway,kołysać,influencia
virgil,Wergiliusz,virgil
soy,soja,soja
nell,Nell,nell
salty,słony,salado
elf,elf,duende
belts,pasy,cinturón
yvonne,Yvonne,yvonne
disney,Disney,Disney
contractor,wykonawca,contratista
rodeo,rodeo,rodeo
crackers,krakersy,galletas
playboy,lekkoduch,playboy
arch,łuk,arco
operated,obsługiwane,operado
crews,Załogi,tripulaciones
scanner,Skaner,escáner
dads,tatusiowie,papás
limbs,odnóża,mierda
bathe,kąpać,bañarse
cardiac,sercowy,cardíaco
persuaded,przekonane,persuadido
argentina,Argentyna,argentina
velvet,aksamit,terciopelo
hyde,Hyde,hyde
stem,trzon,provenir
rewarded,wynagrodzony,recompensado
taiwan,Tajwan,Taiwán
warfare,działania wojenne,guerra
lakhs,Lakhs,lakhs
filter,filtr,filtrar
pumped,pompowany,bombeado
sterling,szterling,libra esterlina
gran,Gran,abuela
right.,Prawidłowy.,bien.
fills,wypełnienia,relleno
chet,Chet,chet
disc,dysk,desct
percentage,odsetek,porcentaje
bravery,odwaga,valentía
edges,krawędzie,bordes
diaper,pielucha,pañal
lyle,Lyle,lyle
ida,Ida,IDA
preserved,zachowane,Preservado
sutton,Sutton,sutton
katrina,Katrina,katrina
champions,mistrzowie,campeón
partying,imprezowanie,ir de fiesta
sergei,Siergiej,Sergei
pd,Pd,pd
morality,moralność,moralidad
crate,skrzynia,caja
mina,Mina,mina
complications,komplikacje,complicaciones
sausages,kiełbaski,salchichas
smoothly,płynnie,suavemente
rafael,Rafael,rafael
cradle,kolebka,cuna
leopard,lampart,leopardo
chu,Chu,chu
gardner,Gardner,gardner
athens,Ateny,Atenas
wh-what,Wh-co,wh-que
abu,Abu,abu
kramer,Kramer,kramer
magnet,magnes,imán
psychotic,psychotyczny,psicópata
vaccine,szczepionka,vacuna
motivated,zmotywowany,motivado
aggression,agresja,agresión
courses,kursy,cursos
it`s,to,es
willis,Willis,Willis
expanding,Rozszerzanie się,en expansión
vance,Vance,vance
bases,bazy,bases
burglary,włamanie,robo
stumbled,potknął się,tropezado
buns,bułki,bollos
confronted,skonfrontowany,confrontado
geneva,Genewa,Ginebra
increasingly,coraz bardziej,cada vez más
sidewalk,chodnik,acera
shady,zacieniony,sombreado
defended,broniony,defendido
resolution,rezolucja,resolución
chooses,wybiera,elige
tapped,stuknięte,tocado
exploding,eksplodowanie,explosivo
punks,punki,punks
scenery,sceneria,escenario
hitch,zaczep,enganche
severed,odcięty,cortado
wink,puścić oczko,guiño
initially,początkowo,inicialmente
assessment,ocena,evaluación
shredder,Niszczarka,desfibradora
villains,złoczyńcy,villanos
miners,górniczy,mineros
introducing,Przedstawianie,introducción
focusing,skupienie,enfoque
rainy,deszczowy,lluvioso
amendment,poprawka,enmienda
getaway,uciec,escapar
recognised,rozpoznane,Reconocido
blackout,zaciemnienie,apagón
leash,smycz,Correa
muhammad,Muhammad,Mahoma
eyebrows,brwi,Cejas
livin,Livin,vivir
bouncing,Odbijanie,rebote
nipples,sutki,pezones
oh,Oh,Vaya
raft,tratwa,balsa
pharaoh,faraon,faraón
pots,garnki,ollas
refreshing,orzeźwiający,refrescante
wandered,Wędrował,vagabundeado
roz,Roz,roz
abel,Abel,Abel
beatles,Beatles,Beatles
confined,ograniczony,confinado
contagious,zakaźny,contagioso
madeline,Madeline,Madeline
beijing,Pekin,Beijing
frequently,często,frecuentemente
operational,operacyjny,Operacional
shakes,trzęsie się,batidos
thanking,Dziękuję,agradecimiento
suffers,cierpi,sufre
basil,bazylia,albahaca
babylon,Babilon,Babilonia
to,Do,a
drilling,wiercenie,perforación
agencies,agencje,agencias
buffet,bufet,bufé
farms,gospodarstwa,granjas
motives,motywy,motivos
cocoa,kakao,cacao
perception,postrzeganie,percepción
targeting,celowanie,orientación
thudding,łomot,ruido sordo
blares,Blares,asombros
dense,gęsty,denso
pinned,przypięty,cubierto
pending,aż do,pendiente
nod,ukłon,asentir
crunch,schrupać,crujido
stains,plamy,manchas
nervously,nerwowo,nerviosamente
caribbean,Karaiby,caribe
bouquet,bukiet,ramo
stabbing,dźgnięcie,puñalada
screws,śruby,tornillos
boone,Boone,boone
philosopher,filozof,filósofo
bulb,żarówka,bulbo
sinner,grzesznik,pecador
ongoing,bieżący,en curso
editing,redagowanie,edición
veteran,weteran,veterano
drip,kroplówka,goteo
r.,R.,r.
mara,Mara,marina
inspiring,Inspirujące,inspirador
gale,wichura,vendaval
flint,krzemień,pedernal
nova,Nova,estrella nueva
nevada,Nevada,Nevada
manning,Manning,manifestante
membership,członkostwo,afiliación
puerto,Puerto,Puerto
raphael,Raphael,rafael
chalk,kreda,tiza
liable,podatny,responsable
manuscript,rękopis,manuscrito
h.,H.,h.
organised,zorganizowany,organizado
clanging,brzęk,rango
markets,rynki,mercados
rama,Rama,rama
austria,Austria,Austria
chocolates,czekoladki,chocolates
l.,L.,l.
trafficking,handel ludźmi,tráfico
philly,Philly,Filadelfia
unaware,nieświadomy,inconsciente
loot,łup,botín
perish,zginąć,perecer
processed,obrobiony,procesada
clone,klon,clon
whooshing,Whooshing,fusil
hangover,kac,resaca
flatter,pochlebiać,halagar
wretch,nieszczęśnik,desgraciado
weasel,łasica,comadreja
columbia,Kolumbia,Columbia
israeli,izraelski,israelí
shatters,Shatters,triunfo
lace,Sznurówka,cordón
indication,wskazanie,indicación
allan,Allan,Alano
cora,Cora,cora
drifting,dryfowanie,a la deriva
grady,Grady,degradado
undress,Rozbierz się,desnudo
dolphin,delfin,delfín
faked,fałszywy,falsificado
depart,odjeżdżać,salir
monument,pomnik,Monumento
tyres,Opony,llantas
marissa,Marissa,marissa
lorraine,Lorraine,Lorena
pow,pow,prisionero
invade,najechać,invadir
scooby,Scooby,scooby
hazel,Leszczyna,color avellana
rep,reprezentant,reps
est,est,est
heavier,cięższy,más pesado
tart,tarta,tarta
mocking,kpiąc,burlón
forgets,zapomina,olvidados
sinister,złowrogi,siniestro
christy,Christy,Christy
dex,Dex,dex
judas,Judasz,Judas
assemble,gromadzić się,armar
shortcut,skrót,atajo
transformation,transformacja,transformación
posts,posty,postes
generosity,hojność,generosidad
amusement,rozrywka,diversión
